chat_sample, dataset_origin
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 5:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 17 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas pares del día? [/INST] La expresión cron es */10 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 AM los días 5 y 25 de cada mes. [/INST] La expresión cron es 0 9 5,25 * *.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada día a las 9:00 AM. [/INST] La expresión cron es 0 9 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 30 minutos los días laborables (de lunes a viernes)? [/INST] La expresión cron es */30 * * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 * 1,15 * *.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute cada 5 minutos durante la primera hora de cada día? [/INST] La expresión cron es */5 0 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 3:30 PM los domingos. [/INST] La expresión cron es 30 15 * * 0.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 8:00 AM los días hábiles (de lunes a viernes) del mes de octubre. [/INST] La expresión cron es 0 8 * 10 1-5.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 20 minutos durante la jornada laboral (de 9:00 AM a 6:00 PM) de lunes a viernes? [/INST] La expresión cron es */20 9-17 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 12:00 PM el último día de cada mes. [/INST] La expresión cron es 0 12 L * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 2 horas y media los días impares de cada mes? [/INST] La expresión cron es 0 */2 * 1-31/2 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 15 minutos los sábados. [/INST] La expresión cron es */15 * * * 6.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 10 minutos los días 10 y 20 de cada mes? [/INST] La expresión cron es */10 * 10,20 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 1, 5, y 10 de cada mes. [/INST] La expresión cron es 0 * 1,5,10 * *.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 8:00 AM los días laborables (de lunes a viernes) del mes de mayo? [/INST] La expresión cron es 0 8 * 5 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 6:30 AM los domingos y miércoles. [/INST] La expresión cron es 30 6 * * 0,3.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 20 minutos durante las horas laborales (de 9:00 AM a 5:00 PM) de lunes a viernes? [/INST] La expresión cron es */20 9-17 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 PM los días 15 y 30 de cada mes. [/INST] La expresión cron es 0 21 15,30 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 5 minutos durante la mañana (de 6:00 AM a 12:00 PM) de lunes a viernes? [/INST] La expresión cron es */5 6-12 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 4 horas los sábados y domingos. [/INST] La expresión cron es 0 */4 * * 6,7.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 3:00 PM los días hábiles (de lunes a viernes) del mes de diciembre? [/INST] La expresión cron es 0 15 * 12 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 7:00 AM los días 1 de enero, abril, julio y octubre. [/INST] La expresión cron es 0 7 1 1,4,7,10 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 5:30 AM. [/INST] La expresión cron es 30 5 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 45 minutos los martes y jueves. [/INST] La expresión cron es */45 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 PM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 12 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 5:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 17 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas pares del día? [/INST] La expresión cron es */10 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 AM los días 5 y 25 de cada mes. [/INST] La expresión cron es 0 9 5,25 * *.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada día a las 9:00 AM. [/INST] La expresión cron es 0 9 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 30 minutos los días laborables (de lunes a viernes)? [/INST] La expresión cron es */30 * * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 * 1,15 * *.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 8:00 AM los días hábiles (de lunes a viernes) del mes de octubre? [/INST] La expresión cron es 0 8 * 10 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 6:30 AM los domingos y miércoles. [/INST] La expresión cron es 30 6 * * 0,3.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 20 minutos durante las horas laborales (de 9:00 AM a 5:00 PM) de lunes a viernes? [/INST] La expresión cron es */20 9-17 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 PM los días 15 y 30 de cada mes. [/INST] La expresión cron es 0 21 15,30 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 5 minutos durante la mañana (de 6:00 AM a 12:00 PM) de lunes a viernes? [/INST] La expresión cron es */5 6-12 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 4 horas los sábados y domingos. [/INST] La expresión cron es 0 */4 * * 6,7.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 3:00 PM los días hábiles (de lunes a viernes) del mes de diciembre? [/INST] La expresión cron es 0 15 * 12 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 7:30 AM. [/INST] La expresión cron es 30 7 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 15 minutos los lunes y jueves? [/INST] La expresión cron es */15 * * * 1,4.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada hora los días 10 y 20 de cada mes. [/INST] La expresión cron es 0 * 10,20 * *.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada 5 minutos los días 5 y 15 de cada mes. ¿Cómo se configura en cron? [/INST] La expresión cron es */5 * 5,15 * *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute a las 3:45 PM los sábados? [/INST] La expresión cron es 45 15 * * 6.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 */2 1,15 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 10 minutos los días impares de cada mes? [/INST] La expresión cron es */10 * 1-31/2 * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 9:30 AM los días laborables (de lunes a viernes) del mes de abril. [/INST] La expresión cron es 30 9 * 4 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 2, 7 y 22 de cada mes. [/INST] La expresión cron es 0 * 2,7,22 * *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute a las 6:00 AM el primer día de cada mes? [/INST] La expresión cron es 0 6 1 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 5:30 AM. [/INST] La expresión cron es 30 5 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 45 minutos los martes y jueves. [/INST] La expresión cron es */45 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 PM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 12 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 5:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 17 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas pares del día? [/INST] La expresión cron es */10 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 AM los días 5 y 25 de cada mes. [/INST] La expresión cron es 0 9 5,25 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 7:45 AM. [/INST] La expresión cron es 45 7 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 20 minutos los lunes, miércoles y viernes. [/INST] La expresión cron es */20 * * * 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 3:30 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 30 3 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 15 minutos durante los meses de junio, julio y agosto? [/INST] La expresión cron es */15 * * 6-8 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días pares de cada mes. [/INST] La expresión cron es 0 * 2-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 10:45 PM? [/INST] La expresión cron es 45 22 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 3 horas los sábados y domingos. [/INST] La expresión cron es 0 */3 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 6:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 18 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas impares del día? [/INST] La expresión cron es */10 1-23/2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 8:30 AM los días 10 y 20 de cada mes. [/INST] La expresión cron es 30 8 10,20 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 5:30 AM. [/INST] La expresión cron es 30 5 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 45 minutos los martes y jueves. [/INST] La expresión cron es */45 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 PM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 12 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 5:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 17 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas pares del día? [/INST] La expresión cron es */10 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 AM los días 5 y 25 de cada mes. [/INST] La expresión cron es 0 9 5,25 * *.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada día a las 9:00 AM. [/INST] La expresión cron es 0 9 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 30 minutos los días laborables (de lunes a viernes)? [/INST] La expresión cron es */30 * * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 * 1,15 * *.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 8:00 AM los días hábiles (de lunes a viernes) del mes de octubre? [/INST] La expresión cron es 0 8 * 10 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 6:30 AM los domingos y miércoles. [/INST] La expresión cron es 30 6 * * 0,3.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 20 minutos durante las horas laborales (de 9:00 AM a 5:00 PM) de lunes a viernes? [/INST] La expresión cron es */20 9-17 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 PM los días 15 y 30 de cada mes. [/INST] La expresión cron es 0 21 15,30 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 5 minutos durante la mañana (de 6:00 AM a 12:00 PM) de lunes a viernes? [/INST] La expresión cron es */5 6-12 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 4 horas los sábados y domingos. [/INST] La expresión cron es 0 */4 * * 6,7.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 3:00 PM los días hábiles (de lunes a viernes) del mes de diciembre? [/INST] La expresión cron es 0 15 * 12 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 7:45 AM. [/INST] La expresión cron es 45 7 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 20 minutos los lunes, miércoles y viernes. [/INST] La expresión cron es */20 * * * 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 3:30 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 30 3 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 15 minutos durante los meses de junio, julio y agosto? [/INST] La expresión cron es */15 * * 6-8 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días pares de cada mes. [/INST] La expresión cron es 0 * 2-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 10:45 PM? [/INST] La expresión cron es 45 22 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 3 horas los sábados y domingos. [/INST] La expresión cron es 0 */3 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 6:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 18 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas impares del día? [/INST] La expresión cron es */10 1-23/2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 8:30 AM los días 10 y 20 de cada mes. [/INST] La expresión cron es 30 8 10,20 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 5:30 AM. [/INST] La expresión cron es 30 5 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 45 minutos los martes y jueves. [/INST] La expresión cron es */45 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 PM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 12 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 5:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 17 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas pares del día? [/INST] La expresión cron es */10 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 AM los días 5 y 25 de cada mes. [/INST] La expresión cron es 0 9 5,25 * *.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute todos los días a las 9:00 AM. [/INST] La expresión cron es 0 9 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 30 minutos los días laborables (de lunes a viernes)? [/INST] La expresión cron es */30 * * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 * 1,15 * *.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 8:00 AM los días hábiles (de lunes a viernes) del mes de octubre? [/INST] La expresión cron es 0 8 * 10 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 6:30 AM los domingos y miércoles. [/INST] La expresión cron es 30 6 * * 0,3.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 20 minutos durante las horas laborales (de 9:00 AM a 5:00 PM) de lunes a viernes? [/INST] La expresión cron es */20 9-17 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 PM los días 15 y 30 de cada mes. [/INST] La expresión cron es 0 21 15,30 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 5 minutos durante la mañana (de 6:00 AM a 12:00 PM) de lunes a viernes? [/INST] La expresión cron es */5 6-12 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 4 horas los sábados y domingos. [/INST] La expresión cron es 0 */4 * * 6,7.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 3:00 PM los días hábiles (de lunes a viernes) del mes de diciembre? [/INST] La expresión cron es 0 15 * 12 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 7:45 AM. [/INST] La expresión cron es 45 7 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 20 minutos los lunes, miércoles y viernes. [/INST] La expresión cron es */20 * * * 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 3:30 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 30 3 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 15 minutos durante los meses de junio, julio y agosto? [/INST] La expresión cron es */15 * * 6-8 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días pares de cada mes. [/INST] La expresión cron es 0 * 2-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 10:45 PM? [/INST] La expresión cron es 45 22 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 3 horas los sábados y domingos. [/INST] La expresión cron es 0 */3 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 6:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 18 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas impares del día? [/INST] La expresión cron es */10 1-23/2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 8:30 AM los días 10 y 20 de cada mes. [/INST] La expresión cron es 30 8 10,20 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 5:30 AM. [/INST] La expresión cron es 30 5 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 45 minutos los martes y jueves. [/INST] La expresión cron es */45 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 PM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 12 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 5:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 17 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas pares del día? [/INST] La expresión cron es */10 */2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 AM los días 5 y 25 de cada mes. [/INST] La expresión cron es 0 9 5,25 * *.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute todos los días a las 9:00 AM. [/INST] La expresión cron es 0 9 * * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 30 minutos los días laborables (de lunes a viernes)? [/INST] La expresión cron es */30 * * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días 1 y 15 de cada mes. [/INST] La expresión cron es 0 * 1,15 * *.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 8:00 AM los días hábiles (de lunes a viernes) del mes de octubre? [/INST] La expresión cron es 0 8 * 10 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 6:30 AM los domingos y miércoles. [/INST] La expresión cron es 30 6 * * 0,3.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 20 minutos durante las horas laborales (de 9:00 AM a 5:00 PM) de lunes a viernes? [/INST] La expresión cron es */20 9-17 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 9:00 PM los días 15 y 30 de cada mes. [/INST] La expresión cron es 0 21 15,30 * *.[/END]", gestorjobs
"[INST] ¿Cómo puedo configurar una tarea cron para que se ejecute cada 5 minutos durante la mañana (de 6:00 AM a 12:00 PM) de lunes a viernes? [/INST] La expresión cron es */5 6-12 * * 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 4 horas los sábados y domingos. [/INST] La expresión cron es 0 */4 * * 6,7.[/END]", gestorjobs
"[INST] ¿Puedes proporcionarme una tarea cron que se ejecute a las 3:00 PM los días hábiles (de lunes a viernes) del mes de diciembre? [/INST] La expresión cron es 0 15 * 12 1-5.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 7:45 AM. [/INST] La expresión cron es 45 7 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 20 minutos los lunes, miércoles y viernes. [/INST] La expresión cron es */20 * * * 1,3,5.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 3:30 AM. ¿Cómo se configura en cron? [/INST] La expresión cron es 30 3 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 15 minutos durante los meses de junio, julio y agosto? [/INST] La expresión cron es */15 * * 6-8 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días pares de cada mes. [/INST] La expresión cron es 0 * 2-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 10:45 PM? [/INST] La expresión cron es 45 22 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 3 horas los sábados y domingos. [/INST] La expresión cron es 0 */3 * * 6,7.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se ejecute a las 6:00 PM los días 15 de cada mes. [/INST] La expresión cron es 0 18 15 * *.[/END]", gestorjobs
"[INST] ¿Podrías darme una tarea cron que se active cada 10 minutos durante las horas impares del día? [/INST] La expresión cron es */10 1-23/2 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute a las 8:30 AM los días 10 y 20 de cada mes. [/INST] La expresión cron es 30 8 10,20 * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se ejecute todos los días a las 5:30 AM. [/INST] La expresión cron es 30 5 * * *.[/END]", gestorjobs
"[INST] Proporcióname una tarea cron que se active cada 45 minutos los martes y jueves. [/INST] La expresión cron es */45 * * * 2,4.[/END]", gestorjobs
"[INST] Necesito una tarea cron que se ejecute cada año el 1 de enero a las 12:00 PM. ¿Cómo se configura en cron? [/INST] La expresión cron es 0 12 1 1 *.[/END]", gestorjobs
"[INST] ¿Puedes darme una tarea cron que se ejecute cada 20 minutos durante los meses de marzo, abril y mayo? [/INST] La expresión cron es */20 * * 3-5 *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada hora los días impares de cada mes. [/INST] La expresión cron es 0 * 1-31/2 * *.[/END]", gestorjobs
"[INST] ¿Podrías proporcionarme una tarea cron que se ejecute todos los días a las 11:15 PM? [/INST] La expresión cron es 15 23 * * *.[/END]", gestorjobs
"[INST] Dame una tarea cron que se active cada 2 horas los fines de semana. [/INST] La expresión cron es 0 */2 * * 6,7.[/END]", gestorjobs
